,latitude,longitude,acq_date,acq_time,confidence,fire_temperature
487,-11.6559,130.4019,8/2/2019,140,99,86.15
435,-29.4444,150.5449,8/2/2019,6,63,36.35
510,-12.6993,134.0308,8/2/2019,140,63,46.75
486,-11.6545,130.3928,8/2/2019,140,99,85.85
530,-12.5056,131.4862,8/2/2019,140,54,49.95
959,-12.6167,134.4128,8/2/2019,429,63,46.55
1201,-13.21,131.9128,8/2/2019,1658,59,31.15
1077,-31.0836,116.0988,8/2/2019,603,59,36.15
464,-11.5173,132.6195,8/2/2019,140,99,84.65
1059,-12.1499,134.5613,8/2/2019,430,63,55.25
1218,-15.1222,130.5189,8/2/2019,1658,63,32.05
1121,-14.1812,130.698,8/2/2019,1354,99,48.65
1202,-14.1234,130.6601,8/2/2019,1658,100,50.45
538,-12.721,132.48,8/2/2019,140,59,48.65
1204,-14.1353,130.671,8/2/2019,1658,100,52.85
1205,-14.1369,130.6835,8/2/2019,1658,100,73.85
563,-13.4184,132.0775,8/2/2019,140,59,53.85
1199,-13.0623,132.9053,8/2/2019,1658,100,52.25
485,-11.7453,131.0684,8/2/2019,140,60,46.25
920,-13.0643,132.921,8/2/2019,429,62,47.85
912,-12.8901,134.5844,8/2/2019,429,62,46.95
564,-13.4277,132.0762,8/2/2019,140,60,59.15
504,-12.6919,134.0376,8/2/2019,140,60,47.25
1072,-30.857,116.017,8/2/2019,603,61,39.95
664,-15.1056,130.5721,8/2/2019,141,61,50.05
1051,-12.2666,133.3789,8/2/2019,430,61,47.55
541,-13.0211,134.5134,8/2/2019,140,61,42.25
867,-13.2185,135.6533,8/2/2019,429,54,43.65
977,-15.5166,130.6377,8/2/2019,429,60,52.45
536,-12.5351,131.1828,8/2/2019,140,61,45.15
884,-13.1314,134.3008,8/2/2019,429,61,45.75
792,-16.0479,136.2908,8/2/2019,428,60,49.05
969,-15.7898,137.0724,8/2/2019,429,61,60.35
878,-13.4388,132.0696,8/2/2019,429,54,49.25
941,-12.7768,133.8676,8/2/2019,429,61,47.25
935,-12.8408,133.8905,8/2/2019,429,61,46.55
955,-12.6854,134.046,8/2/2019,429,61,48.25
742,-21.785,119.1728,8/2/2019,143,61,38.35
787,-15.6367,143.2138,8/2/2019,428,61,52.25
532,-12.5083,131.5048,8/2/2019,140,61,50.45
835,-14.6716,130.6531,8/2/2019,429,60,54.25
1148,-15.4632,130.7322,8/2/2019,1354,61,31.45
1224,-12.825,132.9023,8/2/2019,1658,61,31.55
831,-14.756,130.6892,8/2/2019,429,61,47.95
484,-11.6456,130.3941,8/2/2019,140,96,78.35
1031,-11.3957,130.8066,8/2/2019,430,96,77.65
679,-15.1943,129.9217,8/2/2019,141,96,79.75
469,-11.5841,132.6445,8/2/2019,140,54,48.35
429,-27.5546,148.8236,8/2/2019,5,54,35.55
1039,-12.4513,131.1001,8/2/2019,430,95,76.95
680,-15.1957,129.931,8/2/2019,141,54,56.65
707,-15.511,130.639,8/2/2019,141,54,46.75
1176,-12.8305,132.8996,8/2/2019,1355,60,31.35
967,-15.8019,137.0535,8/2/2019,429,62,61.15
869,-13.1688,135.178,8/2/2019,429,62,46.95
593,-14.2005,130.6755,8/2/2019,140,95,76.85
431,-29.112,150.066,8/2/2019,6,60,35.85
465,-11.5368,132.7585,8/2/2019,140,60,44.75
1052,-12.5425,131.1687,8/2/2019,430,62,46.85
1084,-21.2721,120.1719,8/2/2019,606,96,80.15
443,-29.8224,151.2826,8/2/2019,6,60,34.95
449,-31.931,147.248,8/2/2019,7,60,31.65
1162,-13.2065,131.9054,8/2/2019,1355,96,45.05
1125,-14.1748,130.6782,8/2/2019,1354,96,44.75
1054,-12.1308,134.5461,8/2/2019,430,96,79.15
1005,-10.7154,142.1736,8/2/2019,430,60,40.95
861,-12.4424,142.1808,8/2/2019,429,60,45.35
1065,-33.3207,120.941,8/2/2019,602,54,43.45
921,-13.0663,132.9043,8/2/2019,429,60,47.35
905,-12.9919,134.1676,8/2/2019,429,60,48.35
846,-14.1853,130.6676,8/2/2019,429,94,75.85
1153,-12.996,134.2385,8/2/2019,1355,53,29.95
444,-29.7975,152.5318,8/2/2019,6,59,31.25
579,-13.97,130.6095,8/2/2019,140,54,49.05
676,-15.188,129.9416,8/2/2019,141,58,51.75
968,-15.7884,137.0825,8/2/2019,429,91,80.05
732,-14.6178,126.9236,8/2/2019,141,58,47.95
790,-16.1198,136.6612,8/2/2019,428,100,87.05
454,-34.5834,147.9721,8/2/2019,7,58,30.95
753,-34.0216,149.7264,8/2/2019,423,91,65.35
1178,-12.8225,132.8879,8/2/2019,1355,91,42.05
1036,-11.2628,131.8833,8/2/2019,430,58,45.75
1216,-15.0905,130.6013,8/2/2019,1658,65,32.55
678,-15.1929,129.9125,8/2/2019,141,100,120.75
750,-33.6361,122.857,8/2/2019,146,100,102.35
586,-14.1681,130.6426,8/2/2019,140,58,58.75
1107,-15.1937,129.898,8/2/2019,1354,58,30.75
645,-14.7557,130.6971,8/2/2019,141,65,51.75
855,-14.1569,130.6303,8/2/2019,429,92,72.65
585,-14.1668,130.6333,8/2/2019,140,58,58.25
492,-11.687,130.4253,8/2/2019,140,92,70.85
433,-28.5496,149.8298,8/2/2019,6,65,37.25
1101,-15.1461,131.3472,8/2/2019,1354,58,30.95
601,-14.2239,130.7098,8/2/2019,140,100,110.95
497,-11.7249,130.4319,8/2/2019,140,65,51.45
591,-14.1901,130.6676,8/2/2019,140,100,109.15
1109,-15.0587,130.6019,8/2/2019,1354,58,30.85
908,-12.9885,134.1607,8/2/2019,429,65,47.95
1214,-14.1788,130.0117,8/2/2019,1658,55,30.35
681,-15.2379,130.2176,8/2/2019,141,58,48.65
1058,-12.1515,134.549,8/2/2019,430,53,52.35
687,-15.3632,130.7636,8/2/2019,141,57,47.75
954,-12.3632,136.478,8/2/2019,429,66,44.85
783,-15.4341,142.4143,8/2/2019,428,66,55.25
795,-16.1251,136.6945,8/2/2019,428,90,75.55
841,-14.2132,130.7017,8/2/2019,429,90,69.35
1013,-12.2173,134.9085,8/2/2019,430,66,49.45
971,-15.7738,137.0494,8/2/2019,429,66,61.85
937,-12.751,134.4106,8/2/2019,429,66,47.85
1080,-29.8951,115.5203,8/2/2019,604,66,41.05
827,-14.2988,134.9368,8/2/2019,429,53,54.05
915,-12.6606,136.2425,8/2/2019,429,66,46.25
800,-15.3909,142.1783,8/2/2019,428,53,57.05
503,-12.7481,134.5282,8/2/2019,140,57,47.25
471,-11.3941,130.8105,8/2/2019,140,97,80.45
853,-14.1714,130.6324,8/2/2019,429,100,91.65
518,-12.8472,134.4628,8/2/2019,140,66,44.65
852,-14.1683,130.6586,8/2/2019,429,100,99.85
850,-14.1593,130.638,8/2/2019,429,100,89.95
526,-12.8335,133.8834,8/2/2019,140,66,44.85
848,-14.1738,130.6399,8/2/2019,429,100,111.05
847,-14.1709,130.6659,8/2/2019,429,100,92.95
528,-12.8815,134.2373,8/2/2019,140,66,45.05
422,-27.8513,149.1812,8/2/2019,5,53,33.85
594,-14.2018,130.6847,8/2/2019,140,100,93.95
895,-13.08,134.2478,8/2/2019,429,65,47.85
985,-15.3686,130.7454,8/2/2019,429,93,73.05
682,-14.7277,126.7771,8/2/2019,141,64,48.05
1016,-12.2486,134.8284,8/2/2019,430,59,50.35
890,-12.0092,141.8678,8/2/2019,429,59,42.15
984,-15.3656,130.7722,8/2/2019,429,93,74.55
1213,-14.1786,130.7086,8/2/2019,1658,64,54.45
1117,-14.2145,130.7219,8/2/2019,1354,93,43.45
1226,-21.1951,120.082,8/2/2019,1700,100,51.95
496,-11.7235,130.4227,8/2/2019,140,59,49.15
1227,-21.198,120.0984,8/2/2019,1700,100,47.35
495,-11.7325,130.6701,8/2/2019,140,93,72.95
605,-14.2329,130.7085,8/2/2019,140,63,45.85
560,-13.3864,132.052,8/2/2019,140,63,55.55
580,-14.0086,130.4344,8/2/2019,140,63,48.65
1010,-12.4134,131.1861,8/2/2019,430,71,54.65
1177,-12.8209,132.8982,8/2/2019,1355,100,62.55
523,-12.4251,131.1863,8/2/2019,140,54,49.85
432,-28.5513,149.8406,8/2/2019,6,59,34.95
751,-36.3867,149.4772,8/2/2019,422,63,33.25
744,-20.8069,119.4366,8/2/2019,143,63,40.45
1037,-11.4056,130.7916,8/2/2019,430,93,72.35
641,-14.7093,130.6946,8/2/2019,141,63,53.05
900,-13.0089,134.5426,8/2/2019,429,63,49.05
1212,-14.1832,130.7148,8/2/2019,1658,100,52.35
558,-13.3438,132.0181,8/2/2019,140,64,48.35
1029,-11.2486,131.8745,8/2/2019,430,64,58.65
963,-13.0497,130.1548,8/2/2019,429,65,63.85
802,-13.0823,134.1714,8/2/2019,429,65,47.35
777,-28.0368,148.1432,8/2/2019,425,65,43.95
962,-12.4791,134.9263,8/2/2019,429,59,52.75
796,-16.1237,136.7051,8/2/2019,428,65,60.65
964,-12.6087,133.6594,8/2/2019,429,59,48.35
772,-29.4616,148.3872,8/2/2019,424,54,37.75
970,-15.7926,137.0521,8/2/2019,429,59,56.25
711,-15.4943,130.3972,8/2/2019,141,59,46.45
488,-11.6444,130.2632,8/2/2019,140,55,46.15
906,-12.9936,134.1542,8/2/2019,429,59,47.35
819,-15.2247,130.2667,8/2/2019,429,64,49.15
762,-32.9861,146.4494,8/2/2019,424,59,34.95
720,-16.0751,125.9889,8/2/2019,141,55,43.05
771,-30.4173,148.5617,8/2/2019,424,64,39.25
775,-27.7885,148.5373,8/2/2019,425,64,40.25
780,-20.7397,139.4738,8/2/2019,427,64,51.85
794,-14.7965,144.334,8/2/2019,428,59,50.75
784,-16.2889,136.9128,8/2/2019,428,64,54.25
798,-16.1685,136.6203,8/2/2019,428,64,52.35
898,-13.0383,134.4816,8/2/2019,429,64,51.15
979,-15.5169,130.6327,8/2/2019,429,64,53.35
426,-27.2193,148.6607,8/2/2019,5,92,68.35
755,-34.1952,142.2431,8/2/2019,423,93,70.85
606,-14.2342,130.7177,8/2/2019,140,93,74.65
888,-12.857,136.1471,8/2/2019,429,55,43.25
709,-15.5119,130.5816,8/2/2019,141,75,55.45
555,-13.3017,131.9705,8/2/2019,140,84,61.05
690,-15.3917,130.7689,8/2/2019,141,72,54.85
552,-13.1181,132.9021,8/2/2019,140,72,49.65
638,-14.6896,130.685,8/2/2019,141,72,50.45
986,-15.351,130.7704,8/2/2019,429,83,59.65
546,-12.9825,132.9655,8/2/2019,140,72,49.35
666,-15.1155,130.5136,8/2/2019,141,72,50.95
892,-13.0655,134.4776,8/2/2019,429,72,50.65
677,-15.1916,129.9033,8/2/2019,141,80,55.75
644,-14.7467,130.6985,8/2/2019,141,85,61.25
1186,-11.6557,130.4168,8/2/2019,1355,84,39.05
1007,-12.416,131.164,8/2/2019,430,75,56.35
463,-11.5159,132.6096,8/2/2019,140,75,53.25
1060,-12.2843,134.0294,8/2/2019,430,75,53.15
904,-13.0157,134.2392,8/2/2019,429,72,51.05
588,-14.1798,130.6597,8/2/2019,140,85,62.55
1011,-12.3166,134.0678,8/2/2019,430,75,53.45
1028,-11.382,130.8047,8/2/2019,430,52,48.85
508,-12.6819,133.8985,8/2/2019,140,78,53.25
883,-12.8827,136.1717,8/2/2019,429,78,54.65
507,-12.7542,134.5349,8/2/2019,140,78,52.85
816,-15.1646,131.2046,8/2/2019,429,84,61.35
462,-11.2571,131.8878,8/2/2019,140,78,51.45
642,-14.7183,130.6932,8/2/2019,141,74,51.95
1110,-15.0497,130.6006,8/2/2019,1354,80,37.25
814,-15.1787,131.2062,8/2/2019,429,85,62.15
916,-12.8796,134.5829,8/2/2019,429,83,60.55
494,-11.7311,130.661,8/2/2019,140,72,48.85
739,-15.2011,130.3431,8/2/2019,141,72,49.95
1147,-15.6715,130.4887,8/2/2019,1354,79,36.85
773,-28.0332,148.162,8/2/2019,425,77,48.55
782,-15.4279,142.3881,8/2/2019,428,77,62.05
948,-12.7725,133.717,8/2/2019,429,83,60.45
735,-15.2661,131.1774,8/2/2019,141,79,55.45
943,-12.7658,133.8661,8/2/2019,429,83,60.75
576,-14.2794,134.9405,8/2/2019,140,83,57.45
620,-14.3284,130.6692,8/2/2019,140,74,51.15
1104,-15.1261,130.5138,8/2/2019,1354,74,35.05
699,-15.4316,130.5365,8/2/2019,141,79,54.45
698,-15.4303,130.5271,8/2/2019,141,79,54.35
653,-15.1481,131.1911,8/2/2019,141,84,60.65
697,-15.4212,130.5285,8/2/2019,141,75,54.05
420,-24.9392,149.6866,8/2/2019,5,79,46.35
950,-12.7265,133.8984,8/2/2019,429,75,53.15
929,-12.8311,134.3361,8/2/2019,429,78,55.65
650,-15.1133,131.1344,8/2/2019,141,83,58.85
803,-15.2597,131.077,8/2/2019,429,80,57.15
1075,-32.4757,115.9396,8/2/2019,603,52,29.35
461,-11.2557,131.8785,8/2/2019,140,77,50.95
881,-12.8921,136.173,8/2/2019,429,83,59.85
428,-27.2292,148.6586,8/2/2019,5,83,53.15
448,-29.2539,150.4445,8/2/2019,6,75,44.25
1017,-12.247,134.8403,8/2/2019,430,72,54.25
516,-12.7709,133.8797,8/2/2019,140,72,48.05
519,-13.0168,135.7107,8/2/2019,140,72,47.25
880,-12.8907,136.1834,8/2/2019,429,83,59.05
652,-15.1535,131.2848,8/2/2019,141,84,60.65
1106,-15.2005,129.9051,8/2/2019,1354,80,37.35
603,-14.2302,130.6899,8/2/2019,140,83,59.75
1169,-12.8892,132.9262,8/2/2019,1355,73,34.65
1083,-21.2041,120.0915,8/2/2019,606,73,53.35
1063,-12.3786,133.4017,8/2/2019,430,83,60.35
960,-12.681,133.9063,8/2/2019,429,78,55.55
566,-13.4425,132.0676,8/2/2019,140,75,52.35
627,-14.6275,130.6375,8/2/2019,141,80,56.75
1071,-30.8664,121.4789,8/2/2019,603,73,43.75
599,-14.2212,130.6913,8/2/2019,140,80,56.65
1047,-12.0451,134.6661,8/2/2019,430,73,52.25
766,-31.943,147.2475,8/2/2019,424,80,50.55
1038,-12.4269,131.1877,8/2/2019,430,73,52.45
999,-11.6717,130.6717,8/2/2019,430,73,49.45
513,-12.6936,133.9089,8/2/2019,140,74,49.45
1050,-12.5217,131.4909,8/2/2019,430,51,53.05
1014,-12.0262,136.395,8/2/2019,430,84,58.85
615,-14.1769,130.0142,8/2/2019,140,52,43.35
726,-14.6068,130.6216,8/2/2019,141,78,54.55
1018,-12.0355,136.3964,8/2/2019,430,84,57.95
896,-13.0818,134.2345,8/2/2019,429,77,54.55
1025,-12.3603,134.752,8/2/2019,430,80,57.05
1089,-21.2503,120.1676,8/2/2019,606,81,59.85
531,-12.507,131.4955,8/2/2019,140,74,51.55
952,-12.6963,134.0472,8/2/2019,429,73,51.65
1043,-12.4455,131.1065,8/2/2019,430,80,57.65
427,-27.2271,148.6462,8/2/2019,5,77,45.85
701,-15.4871,130.5376,8/2/2019,141,51,44.35
860,-12.4852,141.978,8/2/2019,429,77,50.45
611,-14.2632,130.7263,8/2/2019,140,80,56.85
998,-11.6746,130.6479,8/2/2019,430,78,53.45
602,-14.2252,130.719,8/2/2019,140,75,52.75
757,-34.1922,142.2654,8/2/2019,423,83,52.35
1074,-32.4772,115.9277,8/2/2019,603,81,48.05
1225,-16.0744,125.8595,8/2/2019,1659,80,37.15
1081,-29.0361,116.0672,8/2/2019,604,80,52.75
863,-12.4768,141.9637,8/2/2019,429,80,58.85
446,-29.4338,150.5364,8/2/2019,6,83,52.75
660,-15.1867,131.3325,8/2/2019,141,85,61.65
812,-15.1723,131.1876,8/2/2019,429,84,61.15
717,-15.5186,130.565,8/2/2019,141,75,55.15
553,-13.1195,132.9128,8/2/2019,140,73,50.25
598,-14.2135,130.7019,8/2/2019,140,74,58.45
1056,-12.518,131.4951,8/2/2019,430,78,55.55
1079,-31.1291,115.817,8/2/2019,603,78,48.75
818,-13.5892,142.6306,8/2/2019,429,73,45.95
636,-14.6779,130.6678,8/2/2019,141,52,53.35
478,-11.4208,130.8651,8/2/2019,140,74,53.95
694,-15.4093,130.5082,8/2/2019,141,73,49.85
722,-16.0666,125.8708,8/2/2019,141,52,59.15
613,-14.1679,130.0156,8/2/2019,140,74,53.65
616,-14.2812,130.7236,8/2/2019,140,75,53.35
719,-16.073,125.9762,8/2/2019,141,73,49.25
723,-16.0772,125.9357,8/2/2019,141,73,48.95
1130,-14.1562,130.6786,8/2/2019,1354,51,42.25
789,-14.7993,144.3171,8/2/2019,428,84,57.65
781,-15.4176,142.3863,8/2/2019,428,75,58.85
696,-15.4199,130.5192,8/2/2019,141,80,55.25
658,-15.169,131.2075,8/2/2019,141,77,53.45
706,-15.5083,130.6203,8/2/2019,141,79,55.45
1068,-31.1385,115.8187,8/2/2019,603,77,47.55
610,-14.2542,130.7276,8/2/2019,140,79,55.95
524,-12.4265,131.1955,8/2/2019,140,79,55.65
788,-15.6384,143.2197,8/2/2019,428,81,55.45
458,-41.6216,148.1881,8/2/2019,9,86,56.65
529,-12.4531,131.1258,8/2/2019,140,76,52.65
623,-15.233,131.1981,8/2/2019,141,76,53.45
858,-14.1701,129.9836,8/2/2019,429,82,59.55
506,-12.7429,134.4108,8/2/2019,140,86,62.05
747,-20.7961,119.4448,8/2/2019,143,76,48.45
1061,-12.2894,134.0233,8/2/2019,430,85,62.55
543,-12.8667,132.9349,8/2/2019,140,51,45.75
910,-12.7457,135.7554,8/2/2019,429,79,55.55
875,-13.0089,135.7009,8/2/2019,429,52,47.25
1019,-12.0341,136.4063,8/2/2019,430,81,54.95
657,-15.0813,130.595,8/2/2019,141,74,51.25
1156,-13.0655,132.9138,8/2/2019,1355,77,39.05
953,-12.698,134.034,8/2/2019,429,79,56.45
655,-15.1585,131.1992,8/2/2019,141,81,57.45
1092,-15.4035,130.7643,8/2/2019,1354,77,37.25
791,-14.8823,144.3044,8/2/2019,428,82,55.05
1208,-14.1489,130.6944,8/2/2019,1658,82,44.05
1009,-11.2958,131.9253,8/2/2019,430,77,55.25
1057,-12.1411,134.5475,8/2/2019,430,82,59.25
614,-14.2722,130.725,8/2/2019,140,81,59.55
617,-14.2825,130.7329,8/2/2019,140,77,55.05
467,-11.5462,132.7572,8/2/2019,140,79,53.85
1015,-12.0248,136.4049,8/2/2019,430,77,51.05
597,-14.2122,130.6926,8/2/2019,140,86,62.95
604,-14.2315,130.6992,8/2/2019,140,82,58.95
511,-12.7481,134.4042,8/2/2019,140,85,60.65
945,-12.7724,133.7222,8/2/2019,429,81,58.75
785,-15.4357,142.7368,8/2/2019,428,51,46.65
596,-14.2108,130.6834,8/2/2019,140,85,61.45
673,-15.1804,129.9522,8/2/2019,141,74,61.25
829,-14.278,134.9339,8/2/2019,429,81,63.75
695,-15.4106,130.5175,8/2/2019,141,85,61.55
947,-12.7631,133.8747,8/2/2019,429,85,62.55
688,-15.3813,130.7608,8/2/2019,141,85,61.75
567,-13.4745,132.0931,8/2/2019,140,77,53.25
557,-13.3123,131.9788,8/2/2019,140,71,49.45
556,-13.3109,131.9691,8/2/2019,140,71,49.65
512,-12.7498,134.417,8/2/2019,140,76,50.85
1166,-13.0339,132.9296,8/2/2019,1355,82,38.15
733,-15.2539,131.0914,8/2/2019,141,76,54.75
569,-13.5709,131.4761,8/2/2019,140,76,52.75
520,-12.4148,131.1784,8/2/2019,140,86,63.25
661,-15.1782,131.2062,8/2/2019,141,79,55.25
441,-30.3461,152.1767,8/2/2019,6,51,31.05
647,-15.0219,131.785,8/2/2019,141,74,53.45
534,-12.5147,131.4849,8/2/2019,140,77,62.25
630,-14.6469,130.644,8/2/2019,141,82,58.05
994,-11.632,130.3646,8/2/2019,430,85,61.25
1155,-13.1198,132.907,8/2/2019,1355,85,39.15
1120,-14.1876,130.7178,8/2/2019,1354,74,35.15
662,-15.1959,131.3312,8/2/2019,141,79,55.45
958,-12.6919,133.908,8/2/2019,429,76,54.25
1221,-15.195,129.9128,8/2/2019,1658,82,38.15
930,-12.5929,135.9226,8/2/2019,429,52,41.85
1062,-12.2877,134.0367,8/2/2019,430,84,61.25
801,-15.3789,142.1884,8/2/2019,428,76,59.25
1152,-13.0181,132.9689,8/2/2019,1355,85,39.25
1087,-21.2797,120.1282,8/2/2019,606,76,55.25
1210,-14.1609,130.7053,8/2/2019,1658,82,60.15
1001,-11.6795,130.6536,8/2/2019,430,85,59.85
1076,-30.8641,121.492,8/2/2019,603,76,46.55
1187,-11.3912,130.8496,8/2/2019,1355,51,31.05
1179,-12.6558,132.8657,8/2/2019,1355,52,29.75
689,-15.3826,130.7702,8/2/2019,141,79,59.95
748,-33.6456,122.8547,8/2/2019,146,84,54.45
1045,-12.4565,131.1308,8/2/2019,430,74,53.05
1023,-12.3177,134.916,8/2/2019,430,74,51.55
561,-13.4049,132.0494,8/2/2019,140,78,54.55
982,-13.8788,141.9627,8/2/2019,429,85,58.35
1182,-12.3781,133.3949,8/2/2019,1355,52,29.75
573,-14.2779,134.9315,8/2/2019,140,79,53.25
939,-12.7388,134.1686,8/2/2019,429,76,53.75
418,-23.3644,146.7548,8/2/2019,4,86,58.25
765,-32.2182,146.731,8/2/2019,424,74,43.95
927,-12.8036,134.6308,8/2/2019,429,51,44.35
715,-15.5159,130.5464,8/2/2019,141,74,50.35
1042,-12.4621,131.1243,8/2/2019,430,76,54.55
891,-13.0638,134.4905,8/2/2019,429,76,53.45
537,-12.7196,132.47,8/2/2019,140,80,55.75
622,-14.3392,130.6801,8/2/2019,140,82,58.25
756,-34.1937,142.2542,8/2/2019,423,85,55.25
770,-31.3045,146.2422,8/2/2019,424,51,33.95
708,-15.4847,130.3952,8/2/2019,141,82,57.95
498,-12.2555,134.0612,8/2/2019,140,77,52.45
940,-12.775,133.8818,8/2/2019,429,74,53.05
872,-13.0172,135.7132,8/2/2019,429,76,53.45
807,-15.2567,131.0716,8/2/2019,429,74,52.15
424,-27.1953,148.6402,8/2/2019,5,85,55.35
1349,-21.8742,119.2709,8/3/2019,510,65,46.05
1229,-11.8062,142.0604,8/3/2019,44,83,77.75
1240,-15.4049,142.2705,8/3/2019,45,83,58.25
1416,-13.066,134.2495,8/3/2019,512,54,40.55
1501,-15.266,131.1042,8/3/2019,512,90,70.05
1298,-34.3717,117.063,8/3/2019,229,60,31.85
1431,-13.1862,131.9019,8/3/2019,512,77,53.55
1248,-15.657,143.1949,8/3/2019,45,65,44.25
1474,-15.5205,130.5841,8/3/2019,512,66,59.25
1608,-12.4087,131.1746,8/3/2019,513,91,70.15
1522,-15.1296,130.5377,8/3/2019,512,59,51.45
1292,-20.8188,119.4181,8/3/2019,225,100,107.15
1302,-33.596,150.6234,8/3/2019,328,66,34.45
1347,-25.3613,131.8839,8/3/2019,509,66,45.15
1338,-27.3731,148.3164,8/3/2019,330,91,67.75
1638,-15.4625,142.2239,8/3/2019,1603,100,56.65
1537,-15.1769,129.9773,8/3/2019,512,54,55.05
1613,-12.4027,131.1668,8/3/2019,513,99,84.85
1569,-11.8374,130.908,8/3/2019,513,66,43.55
1570,-11.8271,130.9061,8/3/2019,513,66,43.45
1244,-15.4372,142.2956,8/3/2019,45,98,84.45
1278,-14.175,129.9899,8/3/2019,223,66,43.25
1296,-21.1968,120.0955,8/3/2019,226,66,43.25
1357,-14.2696,130.7335,8/3/2019,512,74,54.75
1277,-14.1741,129.9951,8/3/2019,223,66,43.45
1411,-13.8468,129.7621,8/3/2019,512,74,54.15
1424,-13.6007,129.9745,8/3/2019,512,66,55.05
1410,-13.7713,130.2538,8/3/2019,512,74,54.35
1375,-14.1885,130.0004,8/3/2019,512,98,83.15
1626,-24.496,148.4148,8/3/2019,1256,74,35.25
1436,-12.7077,134.0357,8/3/2019,512,65,44.35
1527,-15.1526,130.3879,8/3/2019,512,65,51.15
1476,-15.5254,130.552,8/3/2019,512,60,60.75
1538,-15.1784,129.9673,8/3/2019,512,65,57.85
1233,-12.5127,141.8639,8/3/2019,44,77,63.15
1276,-32.0658,146.6171,8/3/2019,50,74,40.65
1559,-12.3293,131.0902,8/3/2019,513,84,60.05
1535,-15.1846,129.9893,8/3/2019,512,66,60.55
1444,-12.96,130.7965,8/3/2019,512,74,55.25
1512,-15.2477,130.2373,8/3/2019,512,59,55.55
1291,-20.8174,119.408,8/3/2019,225,98,83.75
1609,-12.4107,131.162,8/3/2019,513,90,68.45
1470,-15.5252,130.6179,8/3/2019,512,97,82.05
1552,-11.3912,130.7543,8/3/2019,513,54,48.55
1239,-15.4018,142.3114,8/3/2019,45,74,49.55
1544,-14.6555,130.685,8/3/2019,512,89,69.25
1546,-14.6458,130.6834,8/3/2019,512,53,59.35
1399,-13.8766,129.7565,8/3/2019,512,100,161.55
1525,-15.1346,130.5053,8/3/2019,512,76,56.45
1494,-15.4339,130.7592,8/3/2019,512,76,63.15
1478,-15.5287,130.5306,8/3/2019,512,76,56.65
1326,-29.9359,152.8844,8/3/2019,329,62,34.15
1256,-16.0764,136.6606,8/3/2019,46,82,55.15
1555,-12.3276,131.1673,8/3/2019,513,76,59.95
1558,-12.3396,131.092,8/3/2019,513,76,56.95
1283,-15.2069,129.8979,8/3/2019,224,82,55.65
1372,-14.0907,130.6342,8/3/2019,512,100,87.35
1639,-20.7333,139.4806,8/3/2019,1604,54,30.05
1327,-29.8054,152.5332,8/3/2019,329,62,35.15
1269,-27.5769,149.1022,8/3/2019,48,82,52.65
1280,-14.6283,126.7337,8/3/2019,224,61,40.95
1610,-12.3983,131.1729,8/3/2019,513,93,73.35
1303,-33.5411,150.6309,8/3/2019,328,54,29.85
1602,-11.3918,130.4888,8/3/2019,513,93,73.25
1640,-24.5015,148.3954,8/3/2019,2352,54,32.45
1290,-20.8124,119.4397,8/3/2019,225,54,42.45
1628,-15.4643,142.2336,8/3/2019,1258,100,48.05
1600,-11.4187,130.5121,8/3/2019,513,61,51.75
1455,-12.4843,131.2394,8/3/2019,512,64,52.25
1560,-12.3313,131.0778,8/3/2019,513,64,53.75
1255,-16.0723,136.6387,8/3/2019,46,94,74.85
1464,-15.6907,130.483,8/3/2019,512,64,52.05
1453,-12.4907,131.2331,8/3/2019,512,82,58.55
1459,-12.5693,130.6178,8/3/2019,512,82,58.95
1339,-27.5844,149.0959,8/3/2019,330,76,48.35
1477,-15.527,130.5412,8/3/2019,512,62,56.65
1273,-31.7448,148.4881,8/3/2019,49,62,32.65
1601,-11.39,130.5006,8/3/2019,513,95,77.55
1622,-28.9749,153.1521,8/3/2019,1254,62,31.65
1578,-11.6787,130.4226,8/3/2019,513,95,76.85
1488,-15.5131,130.3762,8/3/2019,512,95,77.75
1590,-11.5084,130.2648,8/3/2019,513,82,66.25
1557,-12.3377,131.1045,8/3/2019,513,62,50.25
1631,-15.4657,142.2222,8/3/2019,1258,82,38.05
1320,-31.2765,150.3873,8/3/2019,329,62,37.95
1625,-24.4976,148.4046,8/3/2019,1256,94,43.65
1442,-12.9701,130.7982,8/3/2019,512,63,49.15
1288,-14.6362,126.7394,8/3/2019,224,63,42.25
1329,-24.9342,151.0071,8/3/2019,330,63,35.05
1445,-12.9655,130.7613,8/3/2019,512,51,52.25
1293,-20.8202,119.4282,8/3/2019,225,63,43.95
1500,-15.3294,130.7688,8/3/2019,512,63,57.45
1361,-14.1912,130.7149,8/3/2019,512,63,56.85
1405,-13.2018,133.8301,8/3/2019,512,100,97.05
1374,-14.1869,130.0108,8/3/2019,512,82,60.55
1406,-13.205,133.8112,8/3/2019,512,100,109.55
1425,-13.5983,129.9684,8/3/2019,512,62,55.45
1533,-15.2095,129.8895,8/3/2019,512,94,77.25
1312,-31.8326,148.9324,8/3/2019,329,82,51.55
1623,-31.5714,148.8515,8/3/2019,1254,93,43.15
1483,-15.521,130.3882,8/3/2019,512,93,74.45
1633,-15.4611,142.2141,8/3/2019,1603,81,37.55
1485,-15.4985,130.4712,8/3/2019,512,83,62.05
1597,-11.3931,130.7422,8/3/2019,513,75,52.15
